classification,match_score,dalua_title,dalua_cost_ex_gst,dalua_cost_plus_gst,dalua_markdown_ex_gst,dalua_markdown_plus_gst,dalua_product_url,dalua_image_url,shopify_title,shopify_product_url,shopify_retail_price,exclude_reason,review_note,qualification,qualification_reason,proposed_variant_family,variant_group_size
missing,0.611,PHOSPHATE RX,34.56,38.02,27.65,30.42,https://daluawholesale.com.au/product/phosphate-rx/,https://daluawholesale.com.au/wp-content/uploads/2021/06/phosphate.png,Phosphate Sponge 45x25x2,https://nanotanksaustralia.com.au/products/phosphate-sponge-45x25x2,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,phosphate rx,
missing,0.462,AIPTASIA RX,14.06,15.47,11.25,12.38,https://daluawholesale.com.au/product/aiptasia-rx/,https://daluawholesale.com.au/wp-content/uploads/2021/06/Blue-Life-USA-Aiptasia-Rx-99_480x480.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,aiptasia rx,1
missing,0.564,"CLEAR FX PRO 1,800mL",94.38,103.82,75.50,83.05,https://daluawholesale.com.au/product/blue-life-clear-fx-pro-1800ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/clearfxpro_1024x1024.jpeg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,clear fx pro 1,1
missing,0.604,BLUE LIFE CLEAR FX PRO 450mL,31.89,35.08,25.51,28.06,https://daluawholesale.com.au/product/blue-life-clear-fx-pro-450ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/clearfxpro_1024x1024.jpeg,Easy-Life Catappa X 250ml,https://nanotanksaustralia.com.au/products/easy-life-catappa-x-250ml,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,life clear fx pro,
missing,0.494,"FX REEF CARBON & ORGANIC SCAVENGER 1,800mL",94.38,103.82,75.50,83.05,https://daluawholesale.com.au/product/blue-life-fx-reef-carbon-organic-scavenger-1800ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/fxreef_800x.jpg,,,,,,marine_review,marine/reef range — strategic review,fx reef carbon organic scavenger 1,
missing,0.512,FX REEF CARBON & ORGANIC SCAVENGER 450mL,29.50,32.45,26.55,29.21,https://daluawholesale.com.au/product/blue-life-fx-reef-carbon-organic-scavenger-450ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/fxreef_800x.jpg,,,,,,marine_review,marine/reef range — strategic review,fx reef carbon organic scavenger,
missing,0.500,Coloured Frag Kit,20.36,22.40,16.97,18.67,https://daluawholesale.com.au/product/coloured-frag-kit/,https://daluawholesale.com.au/wp-content/uploads/2021/06/frag_clour_2_600x@2x.jpg,,,,,,marine_review,marine/reef range — strategic review,coloured frag kit,
missing,0.548,Filter Socks 10 Micron 4 inch,6.89,7.58,5.74,6.31,https://daluawholesale.com.au/product/filter-socks-10-micron-4-inch/,https://daluawholesale.com.au/wp-content/uploads/2021/06/sock_web_c14e5c99-5622-43cc-8e0f-a1dd20b892d1_600x@2x.jpg,,,,,,marine_review,marine/reef range — strategic review,filter socks 10 micron,
missing,0.500,Filter Socks 200 Micron 4 inch “MESH”,6.89,7.58,5.74,6.31,https://daluawholesale.com.au/product/filter-socks-200-micron-4-inch-mesh/,https://daluawholesale.com.au/wp-content/uploads/2021/06/sock_web_c14e5c99-5622-43cc-8e0f-a1dd20b892d1_600x@2x.jpg,,,,,,marine_review,marine/reef range — strategic review,filter socks 200 micron mesh,
missing,0.540,Filter Socks 200 Micron 4 inch,6.89,7.58,5.74,6.31,https://daluawholesale.com.au/product/filter-socks-200-micron-4-inch/,https://daluawholesale.com.au/wp-content/uploads/2021/06/sock_web_c14e5c99-5622-43cc-8e0f-a1dd20b892d1_600x@2x.jpg,,,,,,marine_review,marine/reef range — strategic review,filter socks 200 micron,
missing,0.605,DALUA CORAL NUTRITION 500ML,17.11,18.82,15.55,17.11,https://daluawholesale.com.au/product/dalua-coral-nutrition/,https://daluawholesale.com.au/wp-content/uploads/2021/06/DALUA_COMEPLTE_CARE_2000x.jpeg,Seachem Pristine 500ml,https://nanotanksaustralia.com.au/products/seachem-pristine-500ml,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,dalua coral nutrition,
missing,0.652,DALUA MAGNESIUM +TRACE 500ML,17.11,18.82,15.55,17.11,https://daluawholesale.com.au/product/dalua-magnesium-trace/,https://daluawholesale.com.au/wp-content/uploads/2021/06/DALUA_COMEPLTE_CARE_2000x.jpeg,Seachem Fresh Trace 500ml,https://nanotanksaustralia.com.au/products/seachem-fresh-trace-500ml,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,dalua magnesium trace,
missing,0.652,DALUA CARBONATE +TRACE 500ML,17.11,18.82,15.55,17.11,https://daluawholesale.com.au/product/dalua-carbonate-trace/,https://daluawholesale.com.au/wp-content/uploads/2021/06/DALUA_COMEPLTE_CARE_2000x.jpeg,Seachem Fresh Trace 500ml,https://nanotanksaustralia.com.au/products/seachem-fresh-trace-500ml,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,dalua carbonate trace,
missing,0.541,Great White GW-30,1092.94,1202.23,929.00,1021.90,https://daluawholesale.com.au/product/gw-30-great-white-30-protein-skimmer-3000l/,https://daluawholesale.com.au/wp-content/uploads/2021/06/gwdcmain_800x.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,great gw 30,1
missing,0.541,Great White GW-17,692.94,762.23,589.00,647.90,https://daluawholesale.com.au/product/gw-17-great-white-17-protein-skimmer-1700l/,https://daluawholesale.com.au/wp-content/uploads/2021/06/gwdcmain_800x.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,great gw 17,1
missing,0.541,Great White GW-22,775.29,852.82,659.00,724.90,https://daluawholesale.com.au/product/gw-22-great-white-22-protein-skimmer-2200l/,https://daluawholesale.com.au/wp-content/uploads/2021/06/gwdcmain_800x.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,great gw 22,1
missing,0.541,Great White GW-12,434.12,477.53,369.00,405.90,https://daluawholesale.com.au/product/gw-12-great-white-12-protein-skimmer/,https://daluawholesale.com.au/wp-content/uploads/2021/06/gwdcmain_800x.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,great gw 12,1
missing,0.556,Great White GW- 7,398.82,438.70,339.00,372.90,https://daluawholesale.com.au/product/gw-7-great-white-7-protein-skimmer-700l/,https://daluawholesale.com.au/wp-content/uploads/2021/06/gwdcmain_800x.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,great gw 7,1
missing,0.506,FX REEF CARBON & ORGANIC SCAVENGER 225mL,23.56,25.92,18.85,20.74,https://daluawholesale.com.au/product/blue-life-fx-reef-carbon-organic-scavenger/,https://daluawholesale.com.au/wp-content/uploads/2021/06/fxreef_800x.jpg,,,,,,marine_review,marine/reef range — strategic review,fx reef carbon organic scavenger,
missing,0.541,CLEAR FX PRO 225mL,23.56,25.92,18.85,20.74,https://daluawholesale.com.au/product/blue-life-clear-fx-pro-carbon-water-purifier/,https://daluawholesale.com.au/wp-content/uploads/2021/06/clearfxpro_1024x1024.jpeg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,clear fx pro,1
missing,0.667,DALUA CALCIUM +TRACE 500ML,17.11,18.82,15.55,17.11,https://daluawholesale.com.au/product/dalua-complete-calcium/,https://daluawholesale.com.au/wp-content/uploads/2021/06/DALUA_COMEPLTE_CARE_2000x.jpeg,Seachem Discus Trace 500ml,https://nanotanksaustralia.com.au/products/seachem-discus-trace-500ml,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,dalua calcium trace,
missing,0.485,VCA AI PRIME VISOR,18.31,20.14,14.65,16.12,https://daluawholesale.com.au/product/vca-ai-prime-visor/,https://daluawholesale.com.au/wp-content/uploads/2021/06/vca1_d1351cd3-f770-4f74-ad08-b3a5e0d59f15_2000x.jpeg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,vca ai prime visor,1
missing,0.488,VCA VACUUM ATTACHMENT,16.38,18.02,13.10,14.41,https://daluawholesale.com.au/product/vca-vacuum-attachment/,https://daluawholesale.com.au/wp-content/uploads/2021/05/MJV-SC_0005-400x400-1.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,vca vacuum attachment,1
